"Beware, beware don't dare to sleep, It brings you dreams of ebb and flow, Of churning seas and dreadful deep, And waves that lay the mountains low","Beware, beware don't dare to sleep, It brings you dreams of ebb and flow, Of churning seas and dreadful deep, And waves that lay the mountains low",
But fear the mother most of all!,But fear the mother most of all!,
Awake before you hear her bell!,Awake before you hear her bell!,
"A thousand young will hear her call, And that was how the giants fell","A thousand young will hear her call, And that was how the giants fell",
Marsa laughs,Marsa laughs,
You're getting good!,You're getting good!,
But now Froggert says it's time to go!,But now Froggert says it's time to go!,
Bye!,Bye-bye!,
"The girl meanders of, chatting eagerly with her stuffed companion","The girl meanders of, chatting eagerly with her stuffed companion",
"As you turn to leave, you can't help but feel a bit uneasy at the 'children's rhyme' and you find you mind wanders off to the horror that befell the Zephyr","As you turn to leave, you can't help but feel a bit uneasy at the 'children's rhyme' and you find you mind wanders off to the horror that befell the Zephyr",
You'd best be on your way,You'd best be on your way,
Driina cuts in with a surprsingly harsh tone,Driina cuts in with a surprisingly harsh tone,
Girl!,Girl!,
Where did you learn such superstitious bilge?,Where did you learn such superstitious bilge?,
Marsa looks up at Driina with a startled look,Marsa looks up at Driina with a startled look,
I... all the children are doing it,I... erm– all the other children are doing it,
I thought,I thought–,
Driina's face softens slightly,Driina's face softens slightly,
I don't think it is fitting my girl,I don't think it is fitting my girl,
Certainly not now. {PLAYER} let's just be on our way,Certainly not now. {PLAYER} let's just be on our way,
Froggert small and green and fluffy and he's my best friend and now I've LOST HIM!,Froggert small and green and fluffy and he's my best friend and now I've LOST HIM!,
The girl looks truly heart-broken,The girl looks truly heart-broken,
I'll have a look,I'll have a look,
I CAN'T FIND FROGGERT!,FROGGERT - I CAN'T FIND FROGGERT!,
I just had him and I was playing and now he's gone and all alone somewhere!!,I just had him and I was playing and now he's gone and all alone somewhere!!,
Who's Froggert?,Who's... Froggert?,
#Chapter1RefugeeMother,#Chapter1RefugeeMother,
Driina touches the child’s hands and forehead and examines the child’s mouth,Driina touches the child’s hands and forehead and examines the child’s mouth,
This infection is beyond me,This infection is beyond me,
she says in a low voice,she says in a low voice,
Drahl was right,Drahl was right,
"If this Mother Katak does indeed have a cure, we’ll do well in paying her a visit","If this Mother Katak does indeed have a cure, we’ll do well in paying her a visit",
We'll see what we can do,We'll see what we can do,
Hannah,Hannah,
"A tired-looking young woman is rocking back and forth, cradling a sick-looking child in her arms","A tired-looking young woman is rocking back and forth, cradling a pale and sickly child in her arms",
The child whimpers in pain as the mother tries desperately to sooth him,The child whimpers in pain as the mother tries desperately to sooth him,
Are you Hannah?,Are you Hannah?,
"The woman peers up at you, her eyes wide and desperate","The woman peers up at you, her eyes wide and desperate",
What’s it to you?,What’s it to you?,
That old arse send you?,That old arse-wart send you?,
"Well, it don’t matter now","Well, it don’t matter now",
My Allyn’s sick,My Allyn’s sick,
He needs medicine,He needs medicine,
Medicine?,Medicine?,
"Oh, if only I could visit mother Katak","Oh, if only I could visit mother Katak",
The women say she might be able to help my Allyn,The women say she might be able to help my Allyn,
But Dead Emperors knows if the old woman's even still alive!,But Dead Emperors' know if the old woman's even still alive!,
Who is mother Katak?,Who is mother Katak?,
An old woman who has provided us with remedies for as long as I can remember,An old woman who has provided us with remedies for– as long as I can remember,
"She lives in the forest deep in the islands interior, but they say it’s not safe to stray from the camp and I couldn't leave my boy in any case","She lives in the forest deep in the islands interior, but they say it’s not safe to stray from the camp and I couldn't leave my boy in any case",
But...you could go?,"But... you, could you go?",
"If you tell her Hannah sent you, she'll know just what I need to cure Allyn's!","If you tell her Hannah sent you, she'll know just what I need to cure Allyn's!",
I'll see what I can do!,I'll see what I can do!,
I'll do it for the right price,I'll do it for the right price,
"Driina, can you help this child?","Driina, can you help this child?",
The mother clasps your hands,The mother clasps your hands,
The Golden Dead bless you!,The Golden Dead bless you!,
I s'pose the clerics will want the medicine for the camp but I beg this of you,I s'pose the clerics will want the medicine for the camp but I beg this of you,
Bring a dose me’ Allyn first,Bring a dose me’ Allyn first,
